380, 6.03672e-05
381, 6.62936e-05
382, 7.2492e-05
383, 7.95645e-05
384, 8.81131e-05
385, 9.87401e-05
386, 0.000111991
387, 0.000127809
388, 0.000145893
389, 0.000165941
390, 0.000187653
391, 0.00021069
392, 0.00023588
393, 0.000264677
394, 0.000298533
395, 0.000338899
396, 0.000387826
397, 0.0004446
398, 0.000506522
399, 0.000570896
400, 0.000635026
401, 0.000697137
402, 0.000761484
403, 0.000834412
404, 0.000922266
405, 0.00103139
406, 0.00116629
407, 0.00132622
408, 0.00150968
409, 0.00171515
410, 0.00194111
411, 0.00218718
412, 0.00245785
413, 0.00275887
414, 0.00309603
415, 0.00347509
416, 0.00389541
417, 0.0043564
418, 0.00486396
419, 0.00542397
420, 0.00604234
421, 0.00672447
422, 0.00745664
423, 0.00821599
424, 0.00897964
425, 0.00972474
426, 0.010439
427, 0.0111235
428, 0.0117751
429, 0.012391
430, 0.0129682
431, 0.013502
432, 0.0139903
433, 0.0144338
434, 0.0148333
435, 0.0151897
436, 0.0155027
437, 0.0157731
438, 0.0160032
439, 0.0161951
440, 0.0163512
441, 0.0164727
442, 0.0165624
443, 0.0166245
444, 0.0166635
445, 0.0166838
446, 0.0166873
447, 0.0166754
448, 0.016652
449, 0.0166208
450, 0.0165856
451, 0.0165496
452, 0.0165101
453, 0.0164624
454, 0.0164018
455, 0.0163235
456, 0.0162248
457, 0.016106
458, 0.0159663
459, 0.0158053
460, 0.0156225
461, 0.0154196
462, 0.0151939
463, 0.0149376
464, 0.0146428
465, 0.0143019
466, 0.0139089
467, 0.0134729
468, 0.0130082
469, 0.0125296
470, 0.0120514
471, 0.0115814
472, 0.0111172
473, 0.010658
474, 0.010203
475, 0.00975141
476, 0.00930495
477, 0.00886647
478, 0.00843693
479, 0.00801732
480, 0.00760861
481, 0.00721147
482, 0.00682706
483, 0.00645708
484, 0.00610322
485, 0.00576717
486, 0.00545016
487, 0.00515149
488, 0.00486997
489, 0.00460445
490, 0.00435374
491, 0.00411737
492, 0.00389517
493, 0.00368644
494, 0.0034905
495, 0.00330663
496, 0.00313402
497, 0.00297205
498, 0.0028203
499, 0.00267833
500, 0.00254572
501, 0.00242234
502, 0.00230691
503, 0.00219729
504, 0.00209136
505, 0.00198697
506, 0.00188279
507, 0.00177938
508, 0.00167742
509, 0.0015776
510, 0.00148063
511, 0.00138646
512, 0.00129509
513, 0.00120729
514, 0.00112381
515, 0.00104543
516, 0.000972472
517, 0.000904736
518, 0.000842171
519, 0.00078473
520, 0.000732362
521, 0.000685182
522, 0.000642777
523, 0.000604307
524, 0.000568934
525, 0.000535818
526, 0.000504505
527, 0.000474951
528, 0.00044693
529, 0.000420217
530, 0.000394586
531, 0.000369759
532, 0.00034569
533, 0.000322505
534, 0.000300327
535, 0.00027928
536, 0.000259362
537, 0.000240481
538, 0.00022263
539, 0.000205803
540, 0.000189993
541, 0.000175187
542, 0.000161357
543, 0.000148472
544, 0.000136501
545, 0.000125414
546, 0.000115187
547, 0.000105777
548, 9.71296e-05
549, 8.91872e-05
550, 8.18935e-05
551, 7.52035e-05
552, 6.90863e-05
553, 6.35063e-05
554, 5.8428e-05
555, 5.38157e-05
556, 4.96378e-05
557, 4.58585e-05
558, 4.24367e-05
559, 3.93313e-05
560, 3.65011e-05
561, 3.39105e-05
562, 3.15463e-05
563, 2.94012e-05
564, 2.74675e-05
565, 2.57379e-05
566, 2.41956e-05
567, 2.28235e-05
568, 2.16143e-05
569, 2.05604e-05
570, 1.96544e-05
571, 1.88845e-05
572, 1.82337e-05
573, 1.76871e-05
574, 1.72298e-05
575, 1.68467e-05
576, 1.65309e-05
577, 1.62645e-05
578, 1.60156e-05
579, 1.57523e-05
580, 1.54428e-05
581, 1.50696e-05
582, 1.46416e-05
583, 1.41662e-05
584, 1.36508e-05
585, 1.3103e-05
586, 1.25102e-05
587, 1.18863e-05
588, 1.12779e-05
589, 1.0732e-05
590, 1.02952e-05
