LIU525B,
223.46881,0.00000
223.67242,0.00000
223.87605,0.00000
224.07969,0.00000
224.28336,0.00000
224.48704,0.00000
224.69075,0.00000
224.89447,0.00000
225.09820,0.00000
225.30196,0.00000
225.50574,0.00000
225.70953,0.00000
225.91334,0.00000
226.11717,0.00000
226.32102,0.00000
226.52489,0.00000
226.72878,0.00000
226.93268,0.00000
227.13660,0.00000
227.34054,0.00000
227.54450,0.00000
227.74848,0.00000
227.95247,0.00000
228.15649,0.00000
228.36052,0.00000
228.56457,0.00000
228.76863,0.00000
228.97272,0.00000
229.17683,0.00000
229.38095,0.00000
229.58509,0.00000
229.78925,0.00000
229.99343,0.00000
230.19762,0.00000
230.40183,0.00000
230.60607,0.00000
230.81032,0.00000
231.01459,0.00000
231.21887,0.00000
231.42318,0.00000
231.62750,0.00000
231.83184,0.00000
232.03620,0.00000
232.24058,0.00000
232.44497,0.00000
232.64939,0.00000
232.85382,0.00000
233.05827,0.00000
233.26274,0.00000
233.46722,0.00000
233.67173,0.00000
233.87625,0.00000
234.08079,0.00000
234.28535,0.00000
234.48993,0.00000
234.69452,0.00000
234.89914,0.00000
235.10377,0.00000
235.30842,0.00000
235.51309,0.00000
235.71777,0.00000
235.92248,0.00000
236.12720,0.00000
236.33194,0.00000
236.53670,0.00000
236.74147,0.00000
236.94627,0.00000
237.15108,0.00000
237.35591,0.00000
237.56076,0.00000
237.76563,0.00000
237.97051,0.00000
238.17541,0.00000
238.38033,0.00000
238.58527,0.00000
238.79023,0.00000
238.99520,0.00000
239.20020,0.00000
239.40521,0.00000
239.61024,0.00000
239.81529,0.00000
240.02035,0.00000
240.22543,0.00000
240.43053,0.00000
240.63565,0.00000
240.84079,0.00000
241.04595,0.00000
241.25112,0.00000
241.45631,0.00000
241.66152,0.00000
241.86675,0.00000
242.07199,0.00000
242.27726,0.00000
242.48254,0.00000
242.68784,0.00000
242.89315,0.00000
243.09849,0.00000
243.30384,0.00000
243.50921,0.00000
243.71460,0.00000
243.92001,0.00000
244.12543,0.00000
244.33087,0.00000
244.53633,0.00000
244.74181,0.00000
244.94731,0.00000
245.15282,0.00000
245.35836,0.00000
245.56391,0.00000
245.76948,0.00000
245.97506,0.00000
246.18067,0.00000
246.38629,0.00000
246.59193,0.00000
246.79758,0.00000
247.00326,0.00000
247.20895,0.00000
247.41466,0.00000
247.62039,0.00000
247.82614,0.00000
248.03191,0.00000
248.23769,0.00000
248.44349,0.00000
248.64931,0.00000
248.85514,0.00000
249.06100,0.00000
249.26687,0.00000
249.47276,0.00000
249.67867,0.00000
249.88459,0.00000
250.09054,0.00000
250.29650,0.00000
250.50248,0.00000
250.70847,0.00000
250.91449,0.00000
251.12052,0.00000
251.32657,0.00000
251.53264,0.00000
251.73872,0.00000
251.94483,0.00000
252.15095,0.00000
252.35709,0.00000
252.56325,0.00000
252.76942,0.00000
252.97561,0.00000
253.18182,0.00000
253.38805,0.00000
253.59430,0.00000
253.80056,0.00000
254.00684,0.00000
254.21314,0.00000
254.41946,0.00000
254.62579,0.00000
254.83214,0.00000
255.03851,0.00000
255.24490,0.00000
255.45131,0.00000
255.65773,0.00000
255.86417,0.00000
256.07063,0.00000
256.27711,0.00000
256.48360,0.00000
256.69011,0.00000
256.89664,0.00000
257.10319,0.00000
257.30975,0.00000
257.51634,0.00000
257.72294,0.00000
257.92955,0.00000
258.13619,0.00000
258.34284,0.00000
258.54951,0.00000
258.75620,0.00000
258.96291,0.00000
259.16963,0.00000
259.37637,0.00000
259.58313,0.00000
259.78991,0.00000
259.99670,0.00000
260.20351,0.00000
260.41034,0.00000
260.61719,0.00000
260.82406,0.00000
261.03094,0.00000
261.23784,0.00000
261.44476,0.00000
261.65169,0.00000
261.85864,0.00000
262.06561,0.00000
262.27260,0.00000
262.47961,0.00000
262.68663,0.00000
262.89367,0.00000
263.10073,0.00000
263.30781,0.00000
263.51490,0.00000
263.72201,0.00000
263.92914,0.00000
264.13629,0.00000
264.34345,0.00000
264.55063,0.00000
264.75783,0.00000
264.96505,0.00000
265.17228,0.00000
265.37953,0.00000
265.58680,0.00000
265.79409,0.00000
266.00139,0.00000
266.20871,0.00000
266.41605,0.00000
266.62341,0.00000
266.83078,0.00000
267.03817,0.00000
267.24558,0.00000
267.45301,0.00000
267.66045,0.00000
267.86791,0.00000
268.07539,0.00000
268.28289,0.00000
268.49040,0.00000
268.69793,0.00000
268.90548,0.00000
269.11305,0.00000
269.32063,0.00000
269.52823,0.00000
269.73585,0.00000
269.94349,0.00000
270.15114,0.00000
270.35881,0.00000
270.56650,0.00000
270.77421,0.00000
270.98193,0.00000
271.18967,0.00000
271.39743,0.00000
271.60521,0.00000
271.81300,0.00000
272.02081,0.00000
272.22864,0.00000
272.43648,0.00000
272.64434,0.00000
272.85222,0.00000
273.06012,0.00000
273.26804,0.00000
273.47597,0.00000
273.68392,0.00000
273.89188,0.00000
274.09987,0.00000
274.30787,0.00000
274.51589,0.00000
274.72392,0.00000
274.93198,0.00000
275.14005,0.00000
275.34814,0.00000
275.55624,0.00000
275.76437,0.00000
275.97251,0.00000
276.18066,0.00000
276.38884,0.00000
276.59703,0.00000
276.80524,0.00000
277.01347,0.00000
277.22171,0.00000
277.42997,0.00000
277.63825,0.00000
277.84655,0.00000
278.05486,0.00000
278.26319,0.00000
278.47154,0.00000
278.67990,0.00000
278.88829,0.00000
279.09669,0.00000
279.30510,0.00000
279.51354,0.00000
279.72199,0.00000
279.93046,0.00000
280.13894,0.00000
280.34745,0.00000
280.55597,0.00000
280.76450,0.00000
280.97306,0.00000
281.18163,0.00000
281.39022,0.00000
281.59883,0.00000
281.80745,0.00000
282.01609,0.00000
282.22475,0.00000
282.43342,0.00000
282.64212,0.00000
282.85083,0.00000
283.05955,0.00000
283.26830,0.00000
283.47706,0.00000
283.68584,0.00000
283.89463,0.00000
284.10345,0.00000
284.31228,0.00000
284.52112,0.00000
284.72999,0.00000
284.93887,0.00000
285.14777,0.00000
285.35668,0.00000
285.56562,0.00000
285.77457,0.00000
285.98353,0.00000
286.19252,0.00000
286.40152,0.00000
286.61054,0.00000
286.81957,0.00000
287.02863,0.00000
287.23770,0.00000
287.44678,0.00000
287.65589,0.00000
287.86501,0.00000
288.07415,0.00000
288.28330,0.00000
288.49248,0.00000
288.70167,0.00000
288.91087,0.00000
289.12010,0.00000
289.32934,0.00000
289.53859,0.00000
289.74787,0.00000
289.95716,0.00000
290.16647,0.00000
290.37580,0.00000
290.58514,0.00000
290.79450,0.00000
291.00388,0.00000
291.21327,0.00000
291.42268,0.00000
291.63211,0.00000
291.84156,0.00000
292.05102,0.00000
292.26050,0.00000
292.47000,0.00000
292.67951,0.00000
292.88904,0.00000
293.09859,0.00000
293.30815,0.00000
293.51773,0.00000
293.72733,0.00000
293.93695,0.00000
294.14658,0.00000
294.35623,0.00000
294.56589,0.00000
294.77558,0.00000
294.98528,0.00000
295.19500,0.00000
295.40473,0.00000
295.61448,0.00000
295.82425,0.00000
296.03403,0.00000
296.24384,0.00000
296.45366,0.00000
296.66349,0.00000
296.87334,0.00000
297.08321,0.00000
297.29310,0.00000
297.50300,0.00000
297.71292,0.00000
297.92286,0.00000
298.13282,0.00000
298.34279,0.00000
298.55277,0.00000
298.76278,0.00000
298.97280,0.00000
299.18284,0.00000
299.39290,0.00000
299.60297,0.00000
299.81306,0.00000
300.02316,0.00000
300.23329,0.00000
300.44343,0.00000
300.65358,0.00000
300.86376,0.00000
301.07395,0.00000
301.28416,0.00000
301.49438,0.00000
301.70462,0.00000
301.91488,0.00000
302.12515,0.00000
302.33544,0.00000
302.54575,0.00000
302.75608,0.00000
302.96642,0.00000
303.17678,0.00000
303.38715,0.00000
303.59755,0.00000
303.80796,0.00000
304.01838,0.00000
304.22882,0.00000
304.43928,0.00000
304.64976,0.00000
304.86025,0.00000
305.07076,0.00000
305.28129,0.00000
305.49183,0.00000
305.70239,0.00000
305.91297,0.00000
306.12356,0.00000
306.33417,0.00000
306.54480,0.00000
306.75545,0.00000
306.96611,0.00000
307.17678,0.00000
307.38748,0.00000
307.59819,0.00000
307.80892,0.00000
308.01966,0.00000
308.23042,0.00000
308.44120,0.00000
308.65199,0.00000
308.86280,0.00000
309.07363,0.00000
309.28448,0.00000
309.49534,0.00000
309.70622,0.00000
309.91711,0.00000
310.12802,0.00000
310.33895,0.00000
310.54989,0.00000
310.76085,0.00000
310.97183,0.00000
311.18283,0.00000
311.39384,0.00000
311.60487,0.00000
311.81591,0.00000
312.02697,0.00000
312.23805,0.00000
312.44914,0.00000
312.66025,0.00000
312.87138,0.00000
313.08253,0.00000
313.29369,0.00000
313.50486,0.00000
313.71606,0.00000
313.92727,0.00000
314.13850,0.00000
314.34974,0.00000
314.56100,0.00000
314.77228,0.00000
314.98357,0.00000
315.19488,0.00000
315.40621,0.00000
315.61755,0.00000
315.82891,0.00000
316.04029,0.00000
316.25168,0.00000
316.46309,0.00000
316.67452,0.00000
316.88596,0.00000
317.09742,0.00000
317.30890,0.00000
317.52039,0.00000
317.73190,0.00000
317.94342,0.00000
318.15496,0.00000
318.36652,0.00000
318.57810,0.00000
318.78969,0.00000
319.00130,0.00000
319.21292,0.00000
319.42456,0.00000
319.63622,0.00000
319.84789,0.00000
320.05958,0.00000
320.27129,0.00000
320.48302,0.00000
320.69476,0.00000
320.90651,0.00000
321.11828,0.00000
321.33007,0.00000
321.54188,0.00000
321.75370,0.00000
321.96554,0.00000
322.17740,0.00000
322.38927,0.00000
322.60116,0.00000
322.81306,0.00000
323.02498,0.00000
323.23692,0.00000
323.44887,0.00000
323.66084,0.00000
323.87283,0.00000
324.08483,0.00000
324.29685,0.00000
324.50889,0.00000
324.72094,0.00000
324.93301,0.00000
325.14509,0.00000
325.35719,0.00000
325.56931,0.00000
325.78145,0.00000
325.99360,0.00000
326.20576,0.00000
326.41795,0.00000
326.63015,0.00000
326.84236,0.00000
327.05460,0.00000
327.26684,0.00000
327.47911,0.00000
327.69139,0.00000
327.90369,0.00000
328.11600,0.00000
328.32833,0.00000
328.54068,0.00000
328.75304,0.00000
328.96542,0.00000
329.17782,0.00000
329.39023,0.00000
329.60266,0.00000
329.81510,0.00000
330.02756,0.00000
330.24004,0.00000
330.45253,0.00000
330.66504,0.00000
330.87757,0.00000
331.09011,0.00000
331.30267,0.00000
331.51525,0.00000
331.72784,0.00000
331.94045,0.00000
332.15307,0.00000
332.36571,0.00000
332.57837,0.00000
332.79104,0.00000
333.00373,0.00000
333.21643,0.00000
333.42915,0.00000
333.64189,0.00000
333.85464,0.00000
334.06741,0.00000
334.28020,0.00000
334.49300,0.00000
334.70582,0.00000
334.91866,0.00000
335.13151,0.00000
335.34437,0.00000
335.55726,0.00000
335.77016,0.00000
335.98307,0.00000
336.19600,0.00000
336.40895,0.00000
336.62192,0.00000
336.83490,0.00000
337.04789,0.00000
337.26091,0.00000
337.47394,0.00000
337.68698,0.00000
337.90004,0.00000
338.11312,0.00000
338.32621,0.00000
338.53932,0.00000
338.75245,0.00000
338.96559,0.00000
339.17875,0.00000
339.39192,0.00000
339.60511,0.00000
339.81832,0.00000
340.03154,0.00000
340.24478,0.00000
340.45804,0.00000
340.67131,0.00000
340.88459,0.00000
341.09790,0.00000
341.31122,0.00000
341.52455,0.00000
341.73790,0.00000
341.95127,0.00000
342.16465,0.00000
342.37805,0.00000
342.59147,0.00000
342.80490,0.00000
343.01835,0.00000
343.23181,0.00000
343.44529,0.00000
343.65879,0.00000
343.87230,0.00000
344.08583,0.00000
344.29937,0.00000
344.51293,0.00000
344.72651,0.00000
344.94010,0.00000
345.15371,0.00000
345.36733,0.00000
345.58097,0.00000
345.79463,0.00000
346.00830,0.00000
346.22199,0.00000
346.43569,0.00000
346.64941,0.00000
346.86315,0.00000
347.07690,0.00000
347.29067,0.00000
347.50446,0.00000
347.71826,0.00000
347.93207,0.00000
348.14590,0.00000
348.35975,0.00000
348.57362,0.00000
348.78749,0.00000
349.00139,0.00000
349.21530,0.00000
349.42923,0.00000
349.64317,0.00000
349.85713,0.00000
350.07111,0.00000
350.28510,0.00000
350.49911,0.00000
350.71313,0.00000
350.92717,0.00000
351.14122,0.00000
351.35530,0.00000
351.56938,0.00000
351.78349,0.00000
351.99760,0.00000
352.21174,0.00000
352.42589,0.00000
352.64005,0.00000
352.85424,0.00000
353.06844,0.00000
353.28265,0.00000
353.49688,0.00000
353.71112,0.00000
353.92539,0.00000
354.13966,0.00000
354.35396,0.00000
354.56827,0.00000
354.78259,0.00000
354.99693,0.00000
355.21129,0.00000
355.42566,0.00000
355.64005,0.00000
355.85445,0.00000
356.06887,0.00000
356.28331,0.00000
356.49776,0.00000
356.71223,0.00000
356.92671,0.00000
357.14121,0.00000
357.35572,0.00000
357.57025,0.00000
357.78480,0.00000
357.99936,0.00000
358.21394,0.00000
358.42853,0.00000
358.64314,0.00000
358.85777,0.00000
359.07241,0.00000
359.28706,0.00000
359.50173,0.00000
359.71642,0.00000
359.93113,0.00000
360.14585,0.00000
360.36058,0.00000
360.57533,0.00000
360.79010,0.00000
361.00488,0.00000
361.21968,0.00000
361.43449,0.00000
361.64932,0.00000
361.86417,0.00000
362.07903,0.00000
362.29391,0.00000
362.50880,0.00000
362.72371,0.00000
362.93863,0.00000
363.15357,0.00000
363.36852,0.00000
363.58349,0.00000
363.79848,0.00000
364.01348,0.00000
364.22850,0.00000
364.44353,0.00000
364.65858,0.00000
364.87365,0.00000
365.08873,0.00000
365.30382,0.00000
365.51894,0.00000
365.73406,0.00000
365.94921,0.00000
366.16436,0.00000
366.37954,0.00000
366.59473,0.00000
366.80993,0.00000
367.02515,0.00000
367.24039,0.00000
367.45564,0.00000
367.67091,0.00000
367.88619,0.00000
368.10149,0.00000
368.31681,0.00000
368.53214,0.00000
368.74748,0.00000
368.96285,0.00000
369.17822,0.00000
369.39361,0.00000
369.60902,0.00000
369.82445,0.00000
370.03989,0.00000
370.25534,0.00000
370.47081,0.00000
370.68630,0.00000
370.90180,0.00000
371.11731,0.00000
371.33285,0.00000
371.54839,0.00000
371.76396,0.00000
371.97954,0.00000
372.19513,0.00000
372.41074,0.00000
372.62637,0.00000
372.84201,0.00000
373.05766,0.00000
373.27334,0.00000
373.48902,0.00000
373.70473,0.00000
373.92044,0.00000
374.13618,0.00000
374.35193,0.00000
374.56769,0.00000
374.78347,0.00000
374.99927,0.00000
375.21508,0.00000
375.43091,0.00000
375.64675,0.00000
375.86261,0.00000
376.07848,0.00000
376.29437,0.00000
376.51027,0.00000
376.72619,0.00000
376.94213,0.00000
377.15808,0.00000
377.37404,0.00000
377.59002,0.00000
377.80602,0.00000
378.02203,0.00000
378.23806,0.00000
378.45410,0.00000
378.67016,0.00000
378.88623,0.00000
379.10232,0.00000
379.31842,0.00000
379.53454,0.00000
379.75068,0.00000
379.96683,0.00000
380.18300,0.00000
380.39918,0.00000
380.61537,0.00000
380.83158,0.00000
381.04781,0.00405
381.26405,-0.00691
381.48031,0.00516
381.69659,-0.00640
381.91287,0.00117
382.12918,-0.00729
382.34550,0.00604
382.56183,-0.00846
382.77818,0.00153
382.99455,0.00012
383.21093,-0.00073
383.42732,-0.00075
383.64373,-0.00295
383.86016,-0.00676
384.07660,0.00177
384.29306,-0.00476
384.50953,-0.00371
384.72602,-0.00007
384.94252,0.00262
385.15904,-0.01143
385.37557,0.00263
385.59212,-0.00686
385.80868,0.00008
386.02526,-0.00518
386.24186,0.00197
386.45847,-0.00887
386.67509,0.00070
386.89173,-0.00051
387.10839,0.00112
387.32506,-0.00182
387.54174,0.00640
387.75844,0.00197
387.97516,0.00037
388.19189,-0.00327
388.40864,0.00172
388.62540,-0.00399
388.84218,0.00146
389.05897,-0.00663
389.27578,0.00571
389.49260,-0.00417
389.70944,0.00436
389.92629,-0.00293
390.14316,-0.00111
390.36004,-0.00152
390.57694,-0.00273
390.79385,-0.00431
391.01078,0.00049
391.22773,-0.00270
391.44469,0.00082
391.66166,-0.00382
391.87865,0.00109
392.09566,-0.00641
392.31268,-0.00124
392.52971,-0.00302
392.74676,-0.00104
392.96383,-0.00633
393.18091,0.00319
393.39800,-0.00306
393.61511,0.00475
393.83224,-0.00550
394.04938,0.00213
394.26653,-0.00371
394.48371,0.00161
394.70089,0.00205
394.91809,0.00304
395.13531,-0.00247
395.35254,-0.00012
395.56979,-0.00415
395.78705,0.00122
396.00433,-0.00364
396.22162,0.00152
396.43892,-0.00476
396.65625,0.00066
396.87358,-0.00187
397.09094,0.00143
397.30830,-0.00681
397.52568,0.00222
397.74308,-0.00186
397.96049,-0.00005
398.17792,-0.00229
398.39536,0.00046
398.61282,-0.00565
398.83029,-0.00011
399.04778,-0.00568
399.26528,-0.00107
399.48280,-0.00552
399.70033,-0.00174
399.91788,-0.00208
400.13544,0.00575
400.35302,0.00175
400.57061,0.00036
400.78822,-0.00624
401.00584,-0.00149
401.22348,0.00191
401.44113,0.00115
401.65880,-0.00066
401.87648,-0.00318
402.09418,-0.00239
402.31189,-0.00277
402.52962,-0.00361
402.74736,-0.00010
402.96512,0.00114
403.18289,0.00164
403.40067,-0.00416
403.61848,0.00259
403.83629,0.00073
404.05412,0.00151
404.27197,-0.00063
404.48983,0.00084
404.70771,-0.00150
404.92560,0.00077
405.14351,-0.00321
405.36143,0.00195
405.57936,-0.00288
405.79731,0.00284
406.01528,-0.00435
406.23326,0.00261
406.45126,0.00029
406.66927,0.00179
406.88729,0.00031
407.10533,0.00023
407.32339,-0.00191
407.54146,-0.00040
407.75954,-0.00342
407.97764,-0.00168
408.19576,-0.00397
408.41389,-0.00084
408.63203,0.00127
408.85019,-0.00264
409.06836,0.00191
409.28655,-0.00154
409.50476,0.00152
409.72297,-0.00072
409.94121,0.00182
410.15946,-0.00228
410.37772,0.00403
410.59600,-0.00208
410.81429,-0.00144
411.03260,-0.00154
411.25092,0.00380
411.46925,-0.00130
411.68761,0.00042
411.90597,-0.00206
412.12435,0.00058
412.34275,0.00021
412.56116,0.00120
412.77959,-0.00246
412.99803,0.00048
413.21648,-0.00038
413.43495,0.00431
413.65344,-0.00252
413.87193,-0.00027
414.09045,0.00179
414.30898,0.00312
414.52752,-0.00126
414.74608,0.00148
414.96465,-0.00308
415.18324,0.00095
415.40184,-0.00105
415.62046,0.00047
415.83909,-0.00183
416.05774,0.00269
416.27640,-0.00312
416.49508,0.00137
416.71377,-0.00400
416.93247,0.00126
417.15119,-0.00525
417.36993,0.00049
417.58868,-0.00232
417.80744,0.00520
418.02622,-0.00343
418.24501,-0.00009
418.46382,-0.00480
418.68264,0.00318
418.90148,-0.00309
419.12033,0.00083
419.33920,-0.00391
419.55808,0.00348
419.77698,-0.00180
419.99589,0.00139
420.21481,-0.00209
420.43375,-0.00017
420.65271,-0.00191
420.87167,0.00074
421.09066,-0.00298
421.30966,0.00351
421.52867,-0.00183
421.74770,0.00269
421.96674,-0.00111
422.18580,-0.00038
422.40487,0.00105
422.62395,0.00175
422.84305,-0.00254
423.06217,-0.00285
423.28130,0.00024
423.50044,0.00133
423.71960,-0.00232
423.93878,0.00165
424.15796,-0.00389
424.37717,0.00215
424.59638,0.00044
424.81561,-0.00046
425.03486,-0.00310
425.25412,0.00282
425.47340,-0.00086
425.69269,-0.00389
425.91199,-0.00425
426.13131,0.00201
426.35064,-0.00113
426.56999,0.00030
426.78935,-0.00512
427.00873,-0.00007
427.22812,0.00150
427.44753,0.00079
427.66695,-0.00332
427.88638,0.00217
428.10583,-0.00186
428.32530,0.00169
428.54477,0.00005
428.76427,0.00114
428.98377,-0.00012
429.20330,0.00095
429.42283,-0.00302
429.64238,-0.00031
429.86195,-0.00385
430.08153,-0.00005
430.30112,-0.00218
430.52073,0.00260
430.74035,-0.00262
430.95999,0.00175
431.17964,-0.00215
431.39931,0.00308
431.61899,-0.00253
431.83868,0.00150
432.05839,-0.00149
432.27812,-0.00100
432.49785,-0.00290
432.71761,0.00006
432.93737,-0.00259
433.15716,-0.00144
433.37695,-0.00264
433.59676,0.00102
433.81659,-0.00090
434.03643,-0.00019
434.25628,-0.00058
434.47615,0.00199
434.69603,-0.00006
434.91593,0.00295
435.13584,-0.00073
435.35576,-0.00021
435.57570,-0.00062
435.79565,0.00205
436.01562,-0.00148
436.23561,-0.00013
436.45560,-0.00146
436.67561,0.00130
436.89564,-0.00133
437.11568,0.00142
437.33573,-0.00193
437.55580,0.00100
437.77589,-0.00225
437.99598,0.00341
438.21609,-0.00220
438.43622,-0.00019
438.65636,-0.00260
438.87651,0.00166
439.09668,-0.00203
439.31687,0.00107
439.53706,-0.00269
439.75727,0.00058
439.97750,-0.00186
440.19774,0.00200
440.41799,-0.00165
440.63826,0.00134
440.85855,0.00001
441.07884,0.00319
441.29915,-0.00077
441.51948,0.00038
441.73982,-0.00087
441.96017,0.00200
442.18054,-0.00108
442.40092,0.00186
442.62132,-0.00094
442.84173,-0.00027
443.06216,-0.00112
443.28260,-0.00036
443.50305,-0.00170
443.72352,0.00162
443.94400,-0.00053
444.16450,0.00047
444.38501,-0.00051
444.60553,-0.00090
444.82607,-0.00127
445.04662,0.00058
445.26719,-0.00372
445.48777,0.00043
445.70837,-0.00163
445.92898,0.00068
446.14960,-0.00176
446.37024,0.00296
446.59089,-0.00136
446.81156,0.00094
447.03224,0.00023
447.25293,-0.00122
447.47364,-0.00282
447.69436,0.00141
447.91510,-0.00120
448.13585,0.00022
448.35662,-0.00024
448.57740,0.00307
448.79819,-0.00212
449.01900,0.00384
449.23982,-0.00117
449.46065,0.00031
449.68150,-0.00143
449.90237,-0.00021
450.12325,0.00101
450.34414,-0.00080
450.56504,-0.00249
450.78597,-0.00234
451.00690,-0.00438
451.22785,-0.00032
451.44881,-0.00164
451.66979,0.00241
451.89078,0.00026
452.11178,0.00095
452.33280,-0.00230
452.55383,0.00143
452.77488,0.00100
452.99594,-0.00032
453.21702,-0.00446
453.43811,0.00145
453.65921,-0.00116
453.88032,0.00289
454.10146,-0.00236
454.32260,0.00386
454.54376,0.00138
454.76493,0.00009
454.98612,-0.00124
455.20732,0.00129
455.42854,-0.00081
455.64976,0.00192
455.87101,0.00003
456.09226,0.00303
456.31354,0.00037
456.53482,0.00035
456.75612,-0.00095
456.97743,0.00206
457.19876,-0.00143
457.42010,0.00026
457.64145,-0.00074
457.86282,-0.00011
458.08421,-0.00015
458.30560,-0.00032
458.52701,0.00029
458.74844,0.00168
458.96988,0.00057
459.19133,0.00243
459.41279,0.00182
459.63427,0.00162
459.85577,-0.00112
460.07728,0.00046
460.29880,-0.00018
460.52033,0.00026
460.74188,-0.00021
460.96345,0.00166
461.18502,-0.00289
461.40662,0.00037
461.62822,0.00007
461.84984,0.00054
462.07147,-0.00076
462.29312,0.00181
462.51478,-0.00014
462.73645,0.00206
462.95814,0.00021
463.17984,0.00019
463.40156,0.00118
463.62329,0.00247
463.84503,0.00020
464.06679,0.00231
464.28856,-0.00056
464.51035,0.00051
464.73215,0.00077
464.95396,0.00289
465.17579,0.00249
465.39763,0.00031
465.61948,0.00218
465.84135,0.00009
466.06323,0.00370
466.28513,0.00073
466.50704,0.00259
466.72896,0.00045
466.95090,0.00332
467.17285,0.00178
467.39481,0.00308
467.61679,0.00050
467.83878,0.00329
468.06079,0.00198
468.28281,0.00449
468.50484,0.00233
468.72689,0.00321
468.94895,0.00324
469.17103,0.00461
469.39312,-0.00095
469.61522,0.00348
469.83733,0.00138
470.05946,0.00308
470.28161,0.00039
470.50376,0.00548
470.72594,0.00386
470.94812,0.00424
471.17032,0.00214
471.39253,0.00431
471.61476,0.00368
471.83700,0.00452
472.05925,0.00335
472.28152,0.00679
472.50380,0.00477
472.72609,0.00445
472.94840,0.00372
473.17072,0.00530
473.39305,0.00318
473.61540,0.00633
473.83777,0.00239
474.06014,0.00532
474.28253,0.00494
474.50494,0.00641
474.72735,0.00591
474.94978,0.00643
475.17223,0.00654
475.39469,0.00810
475.61716,0.00632
475.83964,0.00766
476.06214,0.00623
476.28465,0.00786
476.50718,0.00488
476.72972,0.00892
476.95227,0.00730
477.17484,0.00796
477.39742,0.00737
477.62001,0.00835
477.84262,0.00983
478.06524,0.00879
478.28788,0.00964
478.51053,0.01218
478.73319,0.00848
478.95586,0.01112
479.17855,0.00941
479.40126,0.01215
479.62397,0.00865
479.84670,0.01444
480.06945,0.01225
480.29220,0.01568
480.51497,0.01488
480.73776,0.01396
480.96056,0.01212
481.18337,0.01652
481.40619,0.01497
481.62903,0.01642
481.85188,0.01139
482.07475,0.01798
482.29763,0.01689
482.52052,0.01760
482.74342,0.01701
482.96634,0.01764
483.18928,0.01917
483.41222,0.02106
483.63518,0.01958
483.85815,0.01994
484.08114,0.02175
484.30414,0.02303
484.52715,0.02096
484.75018,0.02319
484.97322,0.02386
485.19628,0.02470
485.41934,0.02360
485.64242,0.02471
485.86552,0.02485
486.08863,0.02884
486.31175,0.02720
486.53488,0.02905
486.75803,0.02826
486.98119,0.02990
487.20437,0.02977
487.42756,0.03400
487.65076,0.03176
487.87397,0.03407
488.09720,0.03431
488.32044,0.03880
488.54370,0.03766
488.76697,0.04015
488.99025,0.03884
489.21354,0.03868
489.43685,0.04217
489.66018,0.04331
489.88351,0.04402
490.10686,0.04050
490.33022,0.04639
490.55360,0.04945
490.77699,0.04872
491.00039,0.05204
491.22381,0.05126
491.44724,0.05454
491.67068,0.05370
491.89413,0.05787
492.11760,0.05659
492.34109,0.06148
492.56458,0.06037
492.78809,0.06418
493.01161,0.06595
